targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp_obs,theta_asp_sun
3200 Phaethon (1983 TB),2017-Dec-12 06:00,2458099.75,14.6,0.15,*,,69.23608,45.42634,69.56531,45.46019,-883.928,46.49961,41.0537,16.2038,480.73,434.1,563033.0,246777.2,17.537,20.907554039,3.532,0.927,11.05,5.2,96.541,0.0027,562324.5,*,0.077622,,,,,336.72,0.01,,,79.6035,2.297,1.087074161661,-27.1256663,0.11101794752276,-25.4532268,0.923308,30.56605,32.2475,156.2013,/T,21.4364,114.5,30.9,2.3607,156.557,235.28,-17.31623,Per,69.183378,74.5579817,23.1144902,,,158.705126,-1.201297,15.6043321557,0.000354,0.01,0.035,0.035,0.01,88.173,0.0,0.036,1.4678,3e-07,0.01,0.05,1e-05,211.7487,-7.73013326,21.4377,77.0626,12.7181,117.25959787884325,138.5050159148089
3200 Phaethon (1983 TB),2017-Dec-12 08:00,2458099.833333333,14.6,0.15,N,,68.52518,45.44943,68.85409,45.48448,-911.741,40.34231,56.1638,32.7492,344.01,549.05,560350.7,246885.3,18.784,22.9130297493,1.843,0.484,11.03,5.21,96.461,0.0028,561435.8,*,0.078486,,,,,335.0,0.01,,,79.6367,2.2835,1.085767860378,-27.153049,0.10979632149788,-25.2944453,0.913148,30.59817,32.36421,155.9544,/T,21.6837,116.0,29.9,2.3603,154.846,233.958,-17.21808,Per,69.18338,74.0259922,23.2150701,,,158.351515,-1.553954,17.6037091336,0.000354,0.01,0.035,0.035,0.01,88.676,0.0,0.037,1.464,3e-07,0.01,0.05,1e-05,211.7845,-5.677243047,21.6851,76.826,12.7647,117.0880685323208,138.52143370704033
3200 Phaethon (1983 TB),2017-Dec-12 10:00,2458099.916666667,14.6,0.15,,,67.7917,45.46806,68.12025,45.50435,-939.91,30.54617,68.5144,52.2669,203.83,615.28,557592.4,246977.3,20.039,0.9185054614,1.263,0.332,11.02,5.21,96.376,0.0029,560481.7,*,0.079362,,,,,333.27,0.01,,,79.6699,2.27,1.084460240598,-27.1804872,0.10858410346721,-25.0627506,0.903066,30.63036,32.42615,155.6894,/T,21.9479,117.5,29.0,2.3611,153.112,232.564,-17.11498,Per,69.183382,73.4765888,23.3163521,,,157.98722,-1.91785,19.6030512473,0.000354,0.01,0.036,0.036,0.01,89.195,0.0,0.037,1.46,3e-07,0.01,0.05,1e-05,211.8204,-3.622844623,21.9493,76.5814,12.812,116.90968922035155,138.53783078260741
3200 Phaethon (1983 TB),2017-Dec-12 12:00,2458100.0,14.6,0.15,,,67.03632,45.48027,67.36445,45.51785,-966.214,17.51506,77.7593,73.3842,50.38,646.49,554759.9,247046.4,21.301,2.9239811756,1.043,0.274,11.0,5.22,96.284,0.003,559466.2,*,0.080249,,,,,331.51,0.02,,,79.7033,2.2565,1.083151299943,-27.2079812,0.10738458588614,-24.7701949,0.89309,30.66262,32.41531,155.4073,/T,22.2278,119.1,28.0,2.3632,151.358,231.098,-17.00545,Per,69.183385,72.9098609,23.4165839,,,157.613575,-2.29373,21.6023606719,0.000354,0.011,0.036,0.036,0.011,89.73,0.0,0.038,1.4557,3e-07,0.02,0.06,1e-05,211.8564,-1.566981978,22.2294,76.3287,12.8592,116.72586071420102,138.5542246995554
3200 Phaethon (1983 TB),2017-Dec-12 14:00,2458100.083333333,14.6,0.15,,,66.26133,45.48458,66.58894,45.52347,-989.035,2.432531,285.0423,84.6726,-110.88,-639.22,551860.9,247087.4,22.566,4.929456892,1.004,0.264,10.98,5.22,96.186,0.0031,558393.8,*,0.081144,,,,,329.74,0.02,,,79.7367,2.2429,1.081841035938,-27.2355311,0.10620008333198,-24.4443779,0.883239,30.69497,32.33289,155.1094,/T,22.5224,120.6,27.0,2.3664,149.59,229.561,-16.88865,Per,69.183388,72.327131,23.5142664,,,157.232317,-2.681275,23.6016481489,0.000354,0.011,0.036,0.036,0.011,-89.72,0.0,0.038,1.4512,3e-07,0.02,0.06,1e-05,211.8925,0.490194427,22.5241,76.0686,12.9056,116.5379198008914,138.5706972142832
3200 Phaethon (1983 TB),2017-Dec-12 16:00,2458100.166666667,14.6,0.15,,,65.46987,45.4803,65.79689,45.52052,-1007.84,-13.0648,286.0939,63.1771,128.32,-636.3,548906.6,247098.1,23.828,6.9349326108,1.12,0.294,10.96,5.23,96.082,0.0032,557268.2,*,0.082047,,,,,327.97,0.02,,,79.7702,2.2293,1.080529445954,-27.2631372,0.10503135756871,-24.1206533,0.873519,30.72739,32.199,154.7967,/T,22.8308,122.0,26.2,2.3706,147.815,227.957,-16.76463,Per,69.183391,71.7305159,23.6085535,,,156.84505,-3.079232,1.6009301114,0.000354,0.011,0.037,0.037,0.011,-89.158,0.0,0.038,1.4464,3e-07,0.02,0.06,1e-05,211.9286,2.548473549,22.8326,75.8022,12.9508,116.3467206577124,138.58715735710283
3200 Phaethon (1983 TB),2017-Dec-12 18:00,2458100.25,14.6,0.15,,m,64.66506,45.46765,64.9914,45.50922,-1023.35,-27.3573,297.1097,42.6453,271.82,-589.88,545908.1,247079.1,25.081,8.940408332,1.474,0.387,10.95,5.23,95.972,0.0033,556090.9,*,0.082958,,,,,326.19,0.02,,,79.8038,2.2156,1.079216527202,-27.2907998,0.10387748245631,-23.8320875,0.863923,30.75989,32.04765,154.4697,/T,23.1526,123.3,25.5,2.3758,146.043,226.283,-16.63428,Per,69.183394,71.1222475,23.6994774,,,156.452727,-3.485789,3.6002242868,0.000354,0.012,0.037,0.037,0.011,-88.587,0.0,0.039,1.4415,3e-07,0.02,0.06,1e-05,211.9649,4.60764834,23.1545,75.5304,12.9947,116.15233109893173,138.6037045387697
3200 Phaethon (1983 TB),2017-Dec-12 20:00,2458100.333333333,14.6,0.15,,m,63.84895,45.44767,64.17455,45.49058,-1037.4,-39.3205,310.7572,24.3047,412.33,-502.4,542873.4,247034.0,26.319,10.9458840559,2.415,0.634,10.93,5.24,95.856,0.0035,554860.5,*,0.08388,,,,,324.43,0.02,,,79.8374,2.2019,1.077902276756,-27.3185189,0.10273618961655,-23.6000122,0.854431,30.79247,31.91795,154.1279,/T,23.4884,124.6,24.9,2.3818,144.279,224.539,-16.49907,Per,69.183396,70.5039422,23.7879314,,,156.055289,-3.899124,5.5995449523,0.000354,0.012,0.037,0.038,0.012,-88.007,0.0,0.039,1.4363,3e-07,0.02,0.06,1e-05,212.0012,6.667580683,23.4903,75.254,13.038,115.9539287346918,138.62023039423568
3200 Phaethon (1983 TB),2017-Dec-12 22:00,2458100.416666667,14.6,0.15,*,m,63.02186,45.42177,63.34668,45.46602,-1052.39,-48.6715,327.4692,9.7951,543.62,-357.18,539804.2,246967.4,27.539,12.9513597826,5.645,1.482,10.91,5.25,95.733,0.0036,553572.0,*,0.084814,,,,,322.68,0.02,,,79.8711,2.1882,1.076586691624,-27.346295,0.10160459921948,-23.4278616,0.84502,30.82512,31.84358,153.77,/T,23.8393,125.8,24.4,2.3887,142.528,222.715,-16.36059,Per,69.183398,69.8760238,23.8754079,,,155.651583,-4.317962,7.5988991131,0.000354,0.012,0.038,0.038,0.012,-87.419,0.0,0.04,1.4309,3e-07,0.02,0.06,1e-05,212.0376,8.728247734,23.8414,74.9734,13.0813,115.74993166649261,138.6367433623131
3200 Phaethon (1983 TB),2017-Dec-13 00:00,2458100.5,14.6,0.15,*,m,62.18219,45.39126,62.5062,45.43684,-1070.63,-56.0789,347.3687,1.241,634.53,-145.95,536695.6,246883.8,28.74,14.9568355121,21.903,5.749,10.9,5.25,95.603,0.0038,552218.5,*,0.085763,,,,,320.94,0.02,,,79.905,2.1744,1.07526976883,-27.3741281,0.10048013037318,-23.3000563,0.835668,30.85786,31.84329,153.394,/T,24.2075,126.9,23.9,2.3965,140.788,220.801,-16.22007,Per,69.1834,69.2374705,23.9635595,,,155.239566,-4.741982,9.5982846263,0.000354,0.012,0.038,0.038,0.012,-86.821,0.0,0.04,1.4252,3e-07,0.02,0.07,1e-05,212.0741,10.789755734,24.2096,74.688,13.1255,115.53833617258474,138.65335126344223
3200 Phaethon (1983 TB),2017-Dec-13 02:00,2458100.583333333,14.6,0.15,*,m,61.32674,45.35682,61.64992,45.40376,-1093.69,-63.0028,8.9385,0.4902,643.81,102.07,533536.8,246785.4,29.924,16.9623112446,27.138,7.123,10.88,5.26,95.463,0.0039,550791.6,*,0.086729,,,,,319.2,0.02,,,79.9389,2.1606,1.073951505488,-27.4020186,0.09936133400318,-23.1862648,0.826363,30.89067,31.91552,152.9977,/T,24.5949,128.1,23.4,2.4054,139.058,218.78,-16.07799,Per,69.183402,68.5859635,24.0537025,,,154.816765,-5.171977,11.5976907732,0.000354,0.013,0.039,0.039,0.013,-86.21,0.0,0.041,1.4194,3e-07,0.02,0.07,9e-06,212.1107,-11.147683385,24.5972,74.3967,13.1713,115.31717625120146,138.66993738445524
3200 Phaethon (1983 TB),2017-Dec-13 04:00,2458100.666666667,14.6,0.15,*,m,60.45158,45.31823,60.77391,45.36654,-1121.87,-71.3039,29.357,7.7499,566.34,324.55,530314.0,246671.2,31.093,18.9677869803,6.965,1.828,10.87,5.27,95.313,0.0041,549283.7,*,0.087711,,,,,317.47,0.02,,,79.9728,2.1468,1.072631898852,-27.4299667,0.09824841220152,-23.0498577,0.817107,30.92356,32.03878,152.5788,/T,25.0038,129.3,22.8,2.4154,137.33,216.637,-15.9339,Per,69.183403,67.9184052,24.1463979,,,154.380869,-5.609697,13.5971011308,0.000354,0.013,0.039,0.039,0.013,-85.585,0.0,0.041,1.4132,3e-07,0.02,0.07,9e-06,212.1474,-9.083806759,25.0061,74.0981,13.2191,115.08498744715163,138.68650170230276
3200 Phaethon (1983 TB),2017-Dec-13 06:00,2458100.75,14.6,0.15,*,,59.55309,45.2742,59.87452,45.32391,-1154.15,-82.7299,46.7595,21.4004,440.31,483.25,527014.4,246536.8,32.252,20.9732627191,2.719,0.714,10.85,5.28,95.153,0.0043,547689.6,*,0.088709,,,,,315.74,0.02,,,80.0069,2.1329,1.071310946323,-27.4579725,0.0971432754545,-22.8581949,0.807916,30.95653,32.17792,152.136,/T,25.4353,130.6,22.1,2.4266,135.599,214.356,-15.78646,Per,69.183405,67.2316708,24.2412299,,,153.930286,-6.057429,15.5964979707,0.000354,0.014,0.039,0.04,0.013,-84.942,0.0,0.042,1.4066,3e-07,0.02,0.07,9e-06,212.1842,-7.018371884,25.4377,73.7908,13.2687,114.84114912040472,138.7031602464335
3200 Phaethon (1983 TB),2017-Dec-13 08:00,2458100.833333333,14.6,0.15,N,,58.62898,45.22265,58.94945,45.2738,-1188.36,-98.4163,61.0683,39.2899,301.37,581.42,523629.3,246374.8,33.404,22.9787384613,1.576,0.414,10.84,5.29,94.981,0.0045,546008.0,*,0.089719,,,,,314.0,0.02,,,80.041,2.119,1.069988645406,-27.4860364,0.09604911848623,-22.5918568,0.798816,30.98959,32.29395,151.6689,/T,25.8899,132.0,21.3,2.4391,133.86,211.923,-15.63374,Per,69.183407,66.5233891,24.3368469,,,153.464525,-6.517424,17.5958670105,0.000354,0.014,0.04,0.04,0.014,-84.281,0.0,0.042,1.3997,3e-07,0.02,0.08,9e-06,212.221,-4.95122461,25.8924,73.4736,13.3195,114.58601131199936,138.7197966846507
3200 Phaethon (1983 TB),2017-Dec-13 10:00,2458100.916666667,14.6,0.15,,,57.67895,45.1611,57.99838,45.21374,-1221.83,-118.548,72.9063,59.6782,161.83,635.85,520157.0,246176.7,34.55,0.9842142069,1.158,0.304,10.83,5.3,94.797,0.0047,544241.1,*,0.090739,,,,,312.25,0.02,,,80.0753,2.1051,1.068664993645,-27.5141585,0.09496963119596,-22.2502016,0.789838,31.02272,32.35445,151.1781,/T,26.3669,133.4,20.5,2.4529,132.113,209.332,-15.47372,Per,69.183409,65.7925323,24.4312622,,,152.984274,-6.991317,19.5952012402,0.000354,0.015,0.04,0.04,0.014,-83.601,0.0,0.043,1.3924,3e-07,0.02,0.08,9e-06,212.258,-2.882344236,26.3695,73.1459,13.3706,114.32076361181524,138.73642711344272
3200 Phaethon (1983 TB),2017-Dec-13 12:00,2458101.0,14.6,0.15,,,56.70484,45.08728,57.02313,45.14144,-1252.11,-142.282,80.6494,81.3269,-6.34,657.4,516603.3,245934.6,35.691,2.989689956,1.011,0.265,10.81,5.3,94.603,0.005,542394.6,*,0.091765,,,,,310.5,0.02,,,80.1096,2.0911,1.067339988532,-27.5423391,0.09390806588584,-21.8516227,0.78101,31.05593,32.34196,150.6652,/T,26.8648,134.8,19.6,2.4678,130.359,206.579,-15.30476,Per,69.183412,65.0396425,24.5223399,,,152.491157,-7.479709,21.5945028006,0.000354,0.015,0.041,0.041,0.014,-82.904,0.0,0.043,1.3846,3e-07,0.02,0.08,9e-06,212.2951,-0.811851849,26.8676,72.8081,13.4211,114.04707074950382,138.75313479940993
3200 Phaethon (1983 TB),2017-Dec-13 14:00,2458101.083333333,14.6,0.15,,,55.71012,44.99962,56.02716,45.05532,-1277.71,-167.976,279.5588,76.5823,40.87,-657.55,512979.8,245643.1,36.823,4.9951657087,1.028,0.27,10.8,5.32,94.397,0.0052,540475.7,*,0.092794,,,,,308.74,0.02,,,80.144,2.0771,1.066013627435,-27.5705784,0.09286642576775,-21.4283623,0.772347,31.08923,32.25825,150.1321,/T,27.3819,136.2,18.8,2.4837,128.604,203.663,-15.12605,Per,69.183415,64.2666158,24.6083324,,,151.987215,-7.982032,23.593782411,0.000354,0.016,0.041,0.041,0.015,-82.193,0.0,0.044,1.3764,3e-07,0.02,0.09,9e-06,212.3322,1.260021841,27.3846,72.4609,13.4699,113.76656650816041,138.76982797433587
3200 Phaethon (1983 TB),2017-Dec-13 16:00,2458101.166666667,14.6,0.15,,,54.69893,44.8976,55.01461,44.95483,-1298.5,-193.652,289.0233,55.014,192.95,-631.47,509300.9,245300.3,37.942,7.0006414651,1.219,0.32,10.79,5.33,94.18,0.0055,538491.3,*,0.093826,,,,,306.99,0.02,,,80.1785,2.0631,1.064685907553,-27.5988766,0.09184500855947,-21.0172968,0.763852,31.12261,32.12394,149.5809,/T,27.9163,137.6,18.0,2.5005,126.855,200.588,-14.93776,Per,69.183418,63.4760928,24.6883212,,,151.474256,-8.496728,1.5930565001,0.000354,0.016,0.041,0.042,0.015,-81.471,0.0,0.044,1.3679,3e-07,0.03,0.09,9e-06,212.3694,3.333001079,27.9191,72.1056,13.5167,113.48033534108933,138.7865064105882
3200 Phaethon (1983 TB),2017-Dec-13 18:00,2458101.25,14.6,0.15,,m,53.67487,44.78173,53.9891,44.84049,-1315.85,-217.583,301.3834,34.856,333.95,-571.42,505579.6,244908.1,39.043,9.0061172253,1.745,0.458,10.78,5.34,93.953,0.0057,536445.5,*,0.094862,,,,,305.25,0.02,,,80.2131,2.049,1.063356825922,-27.627234,0.09084243980085,-20.6493016,0.755514,31.15607,31.97331,149.0126,/T,28.4671,138.8,17.4,2.518,125.12,197.354,-14.74101,Per,69.183421,62.6706181,24.7624297,,,150.953231,-9.021713,3.5923428101,0.000354,0.017,0.042,0.042,0.015,-80.74,0.0,0.045,1.359,3e-07,0.03,0.09,9e-06,212.4068,5.406843786,28.4699,71.7433,13.5616,113.18852424532452,138.80326957550838
3200 Phaethon (1983 TB),2017-Dec-13 20:00,2458101.333333333,14.6,0.15,,m,52.64001,44.6533,52.95273,44.71357,-1332.22,-238.813,316.4014,17.4531,475.19,-463.11,501823.6,244470.8,40.123,11.0115929893,3.293,0.864,10.77,5.35,93.715,0.006,534338.4,*,0.095903,,,,,303.53,0.02,,,80.2477,2.0349,1.062026379458,-27.6556508,0.08985619076576,-20.3402503,0.747311,31.18961,31.84547,148.4273,/T,29.0343,140.0,16.9,2.536,123.403,193.96,-14.53747,Per,69.183424,61.8518081,24.8317407,,,150.423842,-9.554979,5.5916556487,0.000354,0.017,0.042,0.043,0.016,-80.003,0.0,0.045,1.3498,3e-07,0.03,0.1,9e-06,212.4442,7.481411315,29.0372,71.3749,13.6051,112.89019617690228,138.8200098350807
