targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp
3200 Phaethon (1983 TB),2012-Sep-25 07:24:50.499,2456195.808917813,14.6,0.15,,,56.93761,44.8104,57.17005,44.84752,-46.3402,12.06139,,,,,-450819.0,165223.5,320.309,,999,,18.18,6.73,94.99,0.0003,413859.8,*,0.005937,,,,,64.25,0.0,,,38.455,16.6005,2.083563689694,9.9851079,1.4515223235527,-12.2320652,12.071943,12.39591,18.59356,114.9611,/L,25.8708,115.4,76.4,39.1693,244.149,321.769,-15.03655,Per,67.18239,65.0742175,24.2107547,,,152.795568,-7.597522,,0.0,0.011,0.008,0.011,0.008,23.073,0.0,0.014,9.4511,6e-07,0.02,0.06,6.3e-05,168.841,,25.8686,51.3386,20.9136,84.22809147546273
3200 Phaethon (1983 TB),2012-Sep-26 07:24:50.499,2456196.808917813,14.6,0.15,,,56.49334,44.88779,56.72583,44.92545,-48.1093,11.29678,,,,,-455589.0,166905.6,320.734,,999,,18.17,6.73,95.119,0.0003,417893.0,*,0.005966,,,,,63.34,0.0,,,38.5722,16.5703,2.089301093355,9.8823085,1.44451362128173,-12.0371517,12.013653,12.30125,18.75474,116.0814,/L,25.5296,103.1,84.8,38.3901,243.241,320.321,-15.07082,Per,67.182385,64.7592008,24.3613427,,,152.498237,-7.732815,,0.0,0.011,0.008,0.011,0.008,23.108,0.0,0.014,9.3588,6e-07,0.02,0.07,6.2e-05,168.9573,,25.5273,51.2364,20.9582,84.17439649715195
3200 Phaethon (1983 TB),2012-Sep-27 07:24:50.499,2456197.808917813,14.6,0.15,,,56.03187,44.95992,56.26437,44.99813,-49.8736,10.48566,,,,,-460402.0,168568.3,321.175,,999,,18.15,6.73,95.25,0.0003,421949.0,*,0.005994,,,,,62.4,0.0,,,38.6888,16.5403,2.094979269784,9.7800291,1.43762138396444,-11.8287121,11.956332,12.20735,18.91604,117.208,/L,25.1803,90.9,91.6,37.6128,242.3,318.879,-15.09963,Per,67.182381,64.4303912,24.5106123,,,152.193888,-7.877664,,0.0,0.011,0.008,0.012,0.008,23.163,0.0,0.014,9.264,6e-07,0.02,0.07,6.2e-05,169.073,,25.1779,51.1275,21.0019,84.12089024175131
3200 Phaethon (1983 TB),2012-Sep-28 07:24:50.499,2456198.808917813,14.6,0.15,,,55.55325,45.02646,55.78572,45.06524,-51.6306,9.626848,,,,,-465255.0,170210.0,321.633,,999,,18.14,6.72,95.381,0.0003,426026.6,*,0.006023,,,,,61.42,0.0,,,38.8047,16.5103,2.100598516469,9.6782605,1.43085345940849,-11.6066179,11.900045,12.11422,19.07747,118.3407,/L,24.8228,78.8,96.4,36.8375,241.325,317.445,-15.12283,Per,67.182377,64.0877241,24.6583635,,,151.882563,-8.032135,,0.0,0.011,0.008,0.012,0.008,23.238,0.0,0.014,9.1667,6e-07,0.02,0.07,6.1e-05,169.188,,24.8204,51.0118,21.0446,84.0677859686394
3200 Phaethon (1983 TB),2012-Sep-29 07:24:50.499,2456199.808917813,14.6,0.15,,,55.05758,45.0871,55.28999,45.12646,-53.3773,8.71923,,,,,-470150.0,171829.3,322.11,,999,,18.12,6.72,95.514,0.0003,430124.5,*,0.006051,,,,,60.41,0.0,,,38.92,16.4804,2.106159125627,9.5769936,1.42421777554542,-11.3707212,11.844858,12.02185,19.239,119.479,/L,24.4575,67.1,99.2,36.0646,240.314,316.018,-15.14026,Per,67.182373,63.7311498,24.8043881,,,151.56431,-8.196285,,0.0,0.011,0.008,0.012,0.008,23.335,0.0,0.014,9.0668,6e-07,0.02,0.07,6e-05,169.3024,,24.455,50.8894,21.0863,84.01494624298716
3200 Phaethon (1983 TB),2012-Sep-30 07:24:50.499,2456200.808917813,14.6,0.15,,,54.54498,45.14151,54.77729,45.18146,-55.1108,7.761816,,,,,-475085.0,173424.6,322.607,,999,,18.11,6.72,95.648,0.0003,434241.2,*,0.006078,,,,,59.36,0.0,,,39.0346,16.4507,2.111661384309,9.4762196,1.41772234942012,-11.1208627,11.790837,11.93022,19.40059,120.6226,/L,24.0844,55.8,99.9,35.2941,239.267,314.598,-15.15174,Per,67.18237,63.3606349,24.948469,,,151.239186,-8.370165,,0.0,0.011,0.009,0.012,0.008,23.452,0.0,0.014,8.9643,6e-07,0.02,0.07,6e-05,169.4163,,24.0818,50.7603,21.1268,83.96236351190714
3200 Phaethon (1983 TB),2012-Oct-01 07:24:50.499,2456201.808917813,14.6,0.15,,,54.01562,45.18935,54.24782,45.22991,-56.8276,6.753765,,,,,-480059.0,174994.6,323.125,,999,,18.09,6.71,95.783,0.0003,438375.0,*,0.006106,,,,,58.28,0.0,,,39.1486,16.421,2.117105574504,9.3759297,1.41137529142353,-10.85688,11.73805,11.83934,19.56219,121.7708,/L,23.7038,45.3,98.6,34.5265,238.181,313.187,-15.15712,Per,67.182368,62.9761626,25.0903807,,,150.907255,-8.553816,,0.0,0.011,0.009,0.012,0.008,23.59,0.0,0.014,8.8593,6e-07,0.02,0.07,5.9e-05,169.5295,,23.7011,50.6244,21.166,83.91012104850361
3200 Phaethon (1983 TB),2012-Oct-02 07:24:50.499,2456202.808917813,14.6,0.15,,,53.46971,45.23028,53.70176,45.27146,-58.5242,5.694428,,,,,-485072.0,176537.5,323.666,,999,,18.08,6.71,95.918,0.0003,442524.1,*,0.006133,,,,,57.15,0.0,,,39.262,16.3914,2.122491973234,9.2761155,1.4051848043029,-10.5786172,11.686566,11.7492,19.7237,122.9234,/L,23.3158,36.0,95.5,33.7619,237.055,311.784,-15.15623,Per,67.182366,62.5777344,25.2298892,,,150.568594,-8.747269,,0.0,0.012,0.009,0.012,0.008,23.749,0.0,0.014,8.7515,6e-07,0.02,0.08,5.8e-05,169.6422,,23.3131,50.4819,21.204,83.8581462800276
3200 Phaethon (1983 TB),2012-Oct-03 07:24:50.499,2456203.808917813,14.6,0.15,,,52.90751,45.26397,53.13939,45.30579,-60.1966,4.583377,,,,,-490122.0,178051.9,324.233,,999,,18.06,6.7,96.053,0.0002,446686.3,*,0.006159,,,,,55.98,0.0,,,39.3747,16.3619,2.127820852651,9.1767686,1.39915917708535,-10.2859328,11.636452,11.65978,19.88506,124.0795,/L,22.9208,29.0,90.7,33.0007,235.888,310.39,-15.14893,Per,67.182364,62.1653722,25.366752,,,150.223288,-8.950544,,0.0,0.012,0.009,0.012,0.008,23.929,0.0,0.015,8.6412,6e-07,0.02,0.08,5.8e-05,169.7543,,22.918,50.3328,21.2406,83.80650528481515
3200 Phaethon (1983 TB),2012-Oct-04 07:24:50.499,2456204.808917813,14.6,0.15,,,52.32931,45.29006,52.561,45.33254,-61.8408,3.420436,,,,,-495207.0,179536.2,324.828,,999,,18.04,6.7,96.189,0.0002,450859.3,*,0.006185,,,,,54.77,0.0,,,39.4869,16.3325,2.133092480134,9.0778808,1.3933067746564,-9.9787066,11.587779,11.5711,20.04617,125.2387,/L,22.5191,25.9,84.6,32.2432,234.677,309.005,-15.13504,Per,67.182363,61.7391204,25.5007188,,,149.871435,-9.163651,,0.0,0.012,0.009,0.012,0.008,24.129,0.0,0.015,8.5282,6e-07,0.02,0.08,5.7e-05,169.8658,,22.5162,50.177,21.2756,83.75506893216917
3200 Phaethon (1983 TB),2012-Oct-05 07:24:50.499,2456205.808917813,14.6,0.15,,,51.73547,45.30821,51.96693,45.35137,-63.4523,2.205712,,,,,-500327.0,180988.7,325.452,,999,,18.03,6.69,96.324,0.0002,455040.5,*,0.00621,,,,,53.52,0.0,,,39.5985,16.3032,2.138307118376,8.9794441,1.38763602415312,-9.6568437,11.540617,11.48313,20.20692,126.4001,/L,22.111,28.0,77.2,31.4898,233.42,307.63,-15.11441,Per,67.182363,61.299048,25.6315315,,,149.513146,-9.386583,,0.0,0.012,0.009,0.012,0.008,24.35,0.0,0.015,8.4125,6e-07,0.02,0.08,5.6e-05,169.9768,,22.1081,50.0147,21.3091,83.70390324166144
3200 Phaethon (1983 TB),2012-Oct-06 07:24:50.499,2456206.808917813,14.6,0.15,,,51.12639,45.31808,51.3576,45.36193,-65.0267,0.939613,,,,,-505480.0,182408.0,326.107,,999,,18.01,6.68,96.459,0.0002,459227.0,*,0.006235,,,,,52.21,0.0,,,39.7095,16.2739,2.143465025474,8.8814505,1.38215539945598,-9.3202773,11.495036,11.39588,20.36723,127.5631,/L,21.6969,34.3,68.8,30.741,232.116,306.264,-15.0869,Per,67.182363,60.8452513,25.7589256,,,149.148544,-9.61932,,0.0,0.012,0.009,0.013,0.008,24.592,0.0,0.015,8.2942,6e-07,0.02,0.08,5.5e-05,170.0873,,21.6939,49.846,21.3408,83.65308259037228
3200 Phaethon (1983 TB),2012-Oct-07 07:24:50.499,2456207.808917813,14.6,0.15,,,50.50255,45.31932,50.73345,45.36389,-66.5593,-0.37713,,,,,-510663.0,183792.2,326.798,,999,,18.0,6.68,96.593,0.0002,463415.5,*,0.006259,,,,,50.86,0.0,,,39.82,16.2448,2.148566455013,8.7838923,1.37687340489941,-8.9689689,11.451107,11.30934,20.527,128.7265,/L,21.2772,43.1,59.8,29.9972,230.762,304.908,-15.05236,Per,67.182363,60.3778559,25.8826303,,,148.777767,-9.861828,,0.0,0.012,0.009,0.013,0.008,24.853,0.0,0.015,8.1732,6e-07,0.02,0.09,5.5e-05,170.1972,,21.2742,49.6708,21.3708,83.60239587120354
3200 Phaethon (1983 TB),2012-Oct-08 07:24:50.499,2456208.808917813,14.6,0.15,,,49.86444,45.31162,50.095,45.35691,-68.0453,-1.74345,,,,,-515875.0,185140.0,327.526,,999,,17.98,6.67,96.726,0.0002,467602.5,*,0.006282,,,,,49.45,0.0,,,39.9299,16.2157,2.153611656156,8.686762,1.37179855892394,-8.6029082,11.408901,11.2235,20.68613,129.8896,/L,20.8525,53.2,50.2,29.2588,229.356,303.562,-15.01064,Per,67.182365,59.8970186,26.0023695,,,148.400964,-10.114054,,0.0,0.012,0.009,0.013,0.008,25.134,0.0,0.015,8.0495,6e-07,0.02,0.09,5.4e-05,170.3066,,20.8494,49.4893,21.3989,83.55205597542067
3200 Phaethon (1983 TB),2012-Oct-09 07:24:50.499,2456209.808917813,14.6,0.15,,,49.21265,45.29463,49.44281,45.34066,-69.4798,-3.15793,,,,,-521113.0,186449.8,328.294,,999,,17.96,6.66,96.858,0.0002,471784.0,*,0.006304,,,,,47.99,0.0,,,40.0393,16.1867,2.158600873717,8.590052,1.36693937781696,-8.2221131,11.368488,11.13837,20.84451,131.0511,/L,20.4233,64.1,40.4,28.5265,227.895,302.227,-14.96163,Per,67.182366,59.4029299,26.117863,,,148.018303,-10.375931,,0.0,0.012,0.009,0.013,0.008,25.434,0.0,0.015,7.9233,6e-07,0.02,0.09,5.3e-05,170.4155,,20.4202,49.3017,21.425,83.501925142479
3200 Phaethon (1983 TB),2012-Oct-10 07:24:50.499,2456210.808917813,14.6,0.15,,,48.5478,45.26805,48.77751,45.31483,-70.8578,-4.61875,,,,,-526376.0,187720.0,329.106,,999,,17.95,6.66,96.989,0.0002,475955.5,*,0.006326,,,,,46.47,0.0,,,40.1481,16.1578,2.163534348246,8.493755,1.3623043589441,-7.8266317,11.32994,11.05393,21.00202,132.2099,/L,19.9901,75.7,30.7,27.8009,226.376,300.903,-14.9052,Per,67.182369,58.8958158,26.228827,,,147.629964,-10.647372,,0.0,0.012,0.009,0.013,0.008,25.753,0.0,0.015,7.7945,6e-07,0.03,0.09,5.2e-05,170.5239,,19.987,49.108,21.449,83.45206951408024
3200 Phaethon (1983 TB),2012-Oct-11 07:24:50.499,2456211.808917813,14.6,0.15,,,47.87058,45.23157,48.09978,45.2791,-72.1741,-6.12372,,,,,-531660.0,188949.2,329.965,,999,,17.93,6.65,97.117,0.0002,480112.4,*,0.006346,,,,,44.89,0.0,,,40.2564,16.1289,2.168412316104,8.3978638,1.35790196196403,-7.4165479,11.293326,10.97019,21.15854,133.3646,/L,19.5538,87.8,21.6,27.0825,224.797,299.591,-14.84123,Per,67.182372,58.3759403,26.3349758,,,147.236144,-10.92827,,0.0,0.012,0.009,0.013,0.008,26.089,0.0,0.015,7.6631,6e-07,0.03,0.09,5.1e-05,170.6318,,19.5506,48.9084,21.4708,83.40249794817093
3200 Phaethon (1983 TB),2012-Oct-12 07:24:50.499,2456212.808917813,14.6,0.15,,,47.18173,45.18492,47.41038,45.2332,-73.4237,-7.6702,,,,,-536963.0,190135.9,330.875,,999,,17.91,6.64,97.244,0.0002,484249.3,*,0.006366,,,,,43.25,0.0,,,40.3642,16.1002,2.173235009539,8.3023714,1.3537405855337,-6.9919913,11.258717,10.88714,21.3139,134.5137,/L,19.1149,100.3,13.4,26.3723,223.154,298.292,-14.76962,Per,67.182375,57.8436083,26.4360224,,,146.837057,-11.2185,,0.0,0.012,0.009,0.013,0.008,26.443,0.0,0.015,7.5293,6e-07,0.03,0.09,5e-05,170.7393,,19.1117,48.703,21.4904,83.35306463791012
3200 Phaethon (1983 TB),2012-Oct-13 07:24:50.499,2456213.808917813,14.6,0.15,,,46.48205,45.12782,46.71009,45.17686,-74.6013,-9.25508,,,,,-542282.0,191278.8,331.839,,999,,17.9,6.63,97.369,0.0002,488360.2,*,0.006384,,,,,41.54,0.0,,,40.4715,16.0715,2.178002656756,8.2072707,1.34982853628535,-6.5531542,11.226182,10.80477,21.46793,135.6556,/L,18.6744,113.0,6.7,25.6708,221.444,297.004,-14.69028,Per,67.182379,57.299168,26.5316807,,,146.432933,-11.517914,,0.0,0.012,0.009,0.013,0.008,26.813,0.0,0.016,7.393,6e-07,0.03,0.1,4.9e-05,170.8462,,18.6712,48.492,21.5075,83.30391694760537
3200 Phaethon (1983 TB),2012-Oct-14 07:24:50.499,2456214.808917813,14.6,0.15,,,45.7724,45.06003,45.9998,45.10983,-75.7016,-10.8748,,,,,-547613.0,192376.6,332.863,,999,,17.88,6.62,97.49,0.0002,492438.7,*,0.006401,,,,,39.76,0.0,,,40.5783,16.0428,2.182715481994,8.112555,1.34617398708574,-6.1003111,11.195788,10.72308,21.62045,136.7885,/L,18.2331,125.8,2.1,24.9792,219.663,295.73,-14.60315,Per,67.182383,56.7430127,26.6216667,,,146.024022,-11.826343,,0.0,0.012,0.009,0.013,0.008,27.199,0.0,0.016,7.2544,6e-07,0.03,0.1,4.8e-05,170.9527,,18.2299,48.2756,21.5222,83.25505559950126
3200 Phaethon (1983 TB),2012-Oct-15 07:24:50.499,2456215.808917813,14.6,0.15,,,45.05368,44.98134,45.2804,45.03189,-76.7196,-12.5251,,,,,-552953.0,193428.1,333.951,,999,,17.87,6.62,97.609,0.0002,496477.7,*,0.006418,,,,,37.9,0.0,,,40.6846,16.0143,2.18737370559,8.0182176,1.34278492365569,-5.6338382,11.167602,10.64208,21.77126,137.9105,/L,17.792,137.9,0.1,24.2982,217.808,294.47,-14.50815,Per,67.182388,56.1755812,26.7057013,,,145.610589,-12.143595,,0.0,0.013,0.01,0.013,0.008,27.599,0.0,0.016,7.1135,6e-07,0.03,0.1,4.7e-05,171.0588,,17.7888,48.054,21.5343,83.2063348949281
3200 Phaethon (1983 TB),2012-Oct-16 07:24:50.499,2456216.808917813,14.6,0.15,,,44.32686,44.89156,44.55289,44.94286,-77.6507,-14.2015,,,,,-558300.0,194432.3,335.107,,999,,17.85,6.61,97.725,0.0001,500469.4,*,0.006433,,,,,35.97,0.0,,,40.7904,15.9858,2.191977544053,7.9242518,1.33966908284523,-5.1542213,11.141688,10.56176,21.92022,139.0193,/L,17.3523,148.0,1.0,23.6291,215.875,293.224,-14.40524,Per,67.182394,55.5973557,26.7835121,,,145.192918,-12.469451,,0.0,0.013,0.01,0.014,0.008,28.013,0.0,0.016,6.9704,6e-07,0.03,0.1,4.7e-05,171.1644,,17.3491,47.8275,21.5438,83.15790204123391
3200 Phaethon (1983 TB),2012-Oct-17 07:24:50.499,2456217.808917813,14.6,0.15,,,43.59293,44.79053,43.81825,44.84259,-78.4906,-15.899,,,,,-563649.0,195388.3,336.336,,999,,17.84,6.6,97.838,0.0001,504405.3,*,0.006446,,,,,33.95,0.0,,,40.8957,15.9574,2.196527210125,7.8306511,1.33683389089072,-4.662047,11.118108,10.48211,22.06722,140.1126,/L,16.9151,153.2,4.8,22.973,213.858,291.993,-14.29441,Per,67.1824,55.0088575,26.8548367,,,144.771308,-12.80367,,0.0,0.013,0.01,0.014,0.008,28.439,0.0,0.016,6.8252,6e-07,0.03,0.1,4.6e-05,171.2695,,16.9119,47.5962,21.5505,83.10968457357338
3200 Phaethon (1983 TB),2012-Oct-18 07:24:50.499,2456218.808917813,14.6,0.15,,,42.85294,44.67812,43.07753,44.73095,-79.2356,-17.6122,,,,,-568996.0,196295.1,337.644,,999,,17.82,6.59,97.946,0.0001,508276.1,*,0.006458,,,,,31.85,0.0,,,41.0006,15.929,2.201022912848,7.7374092,1.33428641273664,-4.157974,11.096922,10.40313,22.21223,141.1878,/L,16.4816,150.8,11.2,22.3312,211.755,290.777,-14.17565,Per,67.182406,54.4106423,26.9194247,,,144.346072,-13.145989,,0.0,0.013,0.01,0.014,0.008,28.878,0.0,0.016,6.678,6e-07,0.03,0.1,4.5e-05,171.3742,,16.4785,47.3604,21.5544,83.06169081828236
3200 Phaethon (1983 TB),2012-Oct-19 07:24:50.499,2456219.808917813,14.6,0.15,,,42.10795,44.55427,42.33178,44.60786,-79.883,-19.3356,,,,,-574339.0,197152.2,339.037,,999,,17.81,6.58,98.051,0.0001,512071.7,*,0.006469,,,,,29.65,0.0,,,41.105,15.9007,2.205464857625,7.6445199,1.33203332124641,-3.6426948,11.078183,10.32482,22.3553,142.2421,/L,16.0533,142.2,19.8,21.7052,209.56,289.578,-14.04898,Per,67.182413,53.8032975,26.9770403,,,143.917533,-13.496123,,0.0,0.013,0.01,0.014,0.008,29.327,0.0,0.016,6.529,6e-07,0.03,0.11,4.4e-05,171.4785,,16.0502,47.1205,21.5554,83.01391384903792
3200 Phaethon (1983 TB),2012-Oct-20 07:24:50.499,2456220.808917813,14.6,0.15,,,41.35906,44.41891,41.58209,44.47327,-80.4304,-21.0637,,,,,-579673.0,197958.8,340.519,,999,,17.8,6.57,98.151,0.0001,515781.2,*,0.006479,,,,,27.36,0.0,,,41.209,15.8725,2.209853246281,7.5519768,1.33008088840812,-3.1169003,11.061945,10.24719,22.49652,143.2725,/L,15.6317,130.8,29.9,21.0964,207.268,288.396,-13.91442,Per,67.18242,53.1874398,27.0274636,,,143.486025,-13.853766,,0.0,0.013,0.01,0.014,0.008,29.786,0.0,0.016,6.3783,6e-07,0.03,0.11,4.3e-05,171.5824,,15.6287,46.8766,21.5535,82.9662887728273
3200 Phaethon (1983 TB),2012-Oct-21 07:24:50.499,2456221.808917813,14.6,0.15,,,40.60736,44.27203,40.82955,44.32716,-80.8764,-22.7908,,,,,-584995.0,198714.5,342.096,,999,,17.78,6.56,98.247,0.0001,519392.7,*,0.006487,,,,,24.97,0.0,,,41.3126,15.8443,2.214188277118,7.459774,1.32843499348122,-2.5812572,11.048257,10.17022,22.63601,144.2757,/L,15.2183,118.5,40.8,20.5065,204.876,287.231,-13.77205,Per,67.182428,52.5637154,27.0704923,,,143.051889,-14.218596,,0.0,0.013,0.01,0.014,0.008,30.253,0.0,0.016,6.226,6e-07,0.03,0.11,4.2e-05,171.6859,,15.2154,46.6291,21.5485,82.91888931451454
3200 Phaethon (1983 TB),2012-Oct-22 07:24:50.499,2456222.808917813,14.6,0.15,,,39.85395,44.11367,40.07527,44.16955,-81.2196,-24.5113,,,,,-590301.0,199419.1,343.774,,999,,17.77,6.55,98.338,0.0001,522893.5,*,0.006493,,,,,22.47,0.0,,,41.4157,15.8162,2.218470144973,7.3679055,1.327101139459,-2.0364018,11.037164,10.09392,22.7739,145.2482,/L,14.8149,105.9,51.9,19.9374,202.378,286.085,-13.62193,Per,67.182436,51.9327982,27.1059419,,,142.615472,-14.590277,,0.0,0.013,0.01,0.014,0.008,30.727,0.0,0.016,6.0723,6e-07,0.03,0.11,4.1e-05,171.789,,14.8121,46.3783,21.5404,82.87170868042641
3200 Phaethon (1983 TB),2012-Oct-23 07:24:50.499,2456223.808917813,14.6,0.15,,,39.09994,43.94389,39.32034,44.00051,-81.4594,-26.2197,,,,,-595588.0,200072.3,345.558,,999,,17.76,6.54,98.425,0.0001,526270.1,*,0.006498,,,,,19.86,0.0,,,41.5184,15.7881,2.222699041272,7.2763653,1.32608447007922,-1.4829432,11.028708,10.01828,22.91031,146.1861,/L,14.4233,93.4,62.6,19.391,199.77,284.958,-13.46416,And,67.182444,51.2953889,27.1336469,,,142.177127,-14.968458,,0.0,0.013,0.01,0.014,0.008,31.208,0.0,0.016,5.9173,6e-07,0.03,0.11,3.9e-05,171.8916,,14.4206,46.1244,21.5292,82.82475490959139
3200 Phaethon (1983 TB),2012-Oct-24 07:24:50.499,2456224.808917813,14.6,0.15,,,38.34644,43.76278,38.56587,43.82013,-81.5954,-27.9104,,,,,-600853.0,200674.0,347.453,,999,,17.75,6.54,98.506,9.7e-05,529507.8,*,0.006502,,,,,17.14,0.0,,,41.6207,15.7602,2.226875154084,7.1851478,1.32538978287224,-0.9214728,11.022931,9.94331,23.04536,147.0855,/L,14.0454,81.0,72.5,18.8695,197.048,283.85,-13.29884,And,67.182453,50.6522122,27.1534615,,,141.737214,-15.352774,,0.0,0.013,0.01,0.014,0.008,31.693,0.0,0.016,5.7613,6e-07,0.03,0.11,3.8e-05,171.9939,,14.0428,45.8679,21.5148,82.77788251957861
3200 Phaethon (1983 TB),2012-Oct-25 07:24:50.499,2456225.808917813,14.6,0.15,,,37.59452,43.57048,37.81296,43.62854,-81.6275,-29.5779,,,,,-606092.0,201224.5,349.462,,999,,17.74,6.53,98.581,9.2e-05,532591.5,*,0.006504,,,,,14.3,0.0,,,41.7225,15.7322,2.230998668169,7.0942472,1.32502153694384,-0.3525727,11.019868,9.86901,23.17912,147.9421,/L,13.6832,69.0,81.2,18.3751,194.209,282.762,-13.12612,And,67.182462,50.0040138,27.1652599,,,141.296097,-15.742853,,0.0,0.013,0.01,0.014,0.008,32.183,0.0,0.016,5.6044,6e-07,0.03,0.11,3.7e-05,172.0958,,13.6807,45.609,21.4973,82.731376978352
3200 Phaethon (1983 TB),2012-Oct-26 07:24:50.499,2456226.808917813,14.6,0.15,,,36.84526,43.36718,37.06269,43.42593,-81.5562,-31.2168,,,,,-611301.0,201723.9,351.588,,999,,17.73,6.52,98.652,8.8e-05,535504.9,*,0.006504,,,,,11.35,0.0,,,41.824,15.7043,2.235069765036,7.0036579,1.32498385610628,0.2231772,11.019555,9.79536,23.31168,148.7514,/L,13.3388,57.5,88.4,17.9101,191.252,281.695,-12.94613,And,67.182472,49.3515572,27.1689372,,,140.854147,-16.138308,,0.0,0.013,0.01,0.014,0.008,32.675,0.0,0.016,5.4467,6e-07,0.03,0.11,3.6e-05,172.1974,,13.3365,45.3481,21.4765,82.68496128012815
3200 Phaethon (1983 TB),2012-Oct-27 07:24:50.499,2456227.808917813,14.6,0.15,,,36.09971,43.15307,36.31612,43.2125,-81.382,-32.8219,,,,,-616479.0,202172.7,353.833,,999,,17.72,6.51,98.716,8.3e-05,538231.3,*,0.006502,,,,,8.27,0.0,,,41.9251,15.6765,2.239088622984,6.9133743,1.3252805285771,0.8051939,11.022022,9.72239,23.44307,149.5087,/L,13.0144,46.7,94.0,17.4772,188.175,280.649,-12.75904,And,67.182482,48.6956209,27.1644099,,,140.411741,-16.538746,,0.0,0.013,0.01,0.014,0.008,33.169,0.0,0.016,5.2886,6e-07,0.03,0.12,3.5e-05,172.2985,,13.0122,45.0854,21.4524,82.63870178161919
3200 Phaethon (1983 TB),2012-Oct-28 07:24:50.499,2456228.808917813,14.6,0.15,,,35.3589,42.9284,35.57428,42.98849,-81.1059,-34.3881,,,,,-621622.0,202571.2,356.197,,999,,17.72,6.51,98.775,8e-05,540753.6,*,0.006499,,,,,5.07,0.0,,,42.0258,15.6488,2.243055417156,6.8233911,1.32591500428662,1.3928884,11.027299,9.65007,23.57335,150.2093,/L,12.712,37.0,97.8,17.0788,184.979,279.625,-12.56502,And,67.182493,48.0369946,27.1516165,,,139.969257,-16.943763,,0.0,0.013,0.01,0.014,0.008,33.664,0.0,0.016,5.1303,6e-07,0.03,0.12,3.4e-05,172.3993,,12.71,44.8214,21.4251,82.59259908212415
3200 Phaethon (1983 TB),2012-Oct-29 07:24:50.499,2456229.808917813,14.6,0.15,,,34.62383,42.69345,34.83817,42.75419,-80.7294,-35.9103,,,,,-626727.0,202920.2,358.677,,999,,17.71,6.5,98.828,7.6e-05,543054.6,*,0.006494,,,,,1.76,0.0,,,42.1261,15.621,2.246970319585,6.7337029,1.32689039041376,1.9856623,11.035411,9.57842,23.70253,150.8485,/L,12.434,29.6,99.7,16.7177,181.667,278.624,-12.36427,And,67.182504,47.3764764,27.1305179,,,139.527083,-17.352951,,0.0,0.013,0.01,0.014,0.008,34.159,0.0,0.016,4.9718,6e-07,0.03,0.12,3.3e-05,172.4998,,12.4322,44.5564,21.3945,82.54679963398928
3200 Phaethon (1983 TB),2012-Oct-30 07:24:50.499,2456230.808917813,14.6,0.15,,,33.89545,42.44852,34.10878,42.5099,-80.2539,-37.3839,,,,,626037.4,203220.4,1.269,,999,,17.71,6.5,98.874,7.3e-05,545117.2,*,0.006488,,,,,358.34,0.0,,,42.226,15.5934,2.250833499237,6.6443043,1.32820944545464,2.582906,11.046381,9.50743,23.83061,151.4214,/T,12.1823,26.2,99.8,16.3963,178.246,277.645,-12.15701,And,67.182515,46.7148696,27.1010975,,,139.085607,-17.765892,,0.0,0.013,0.011,0.014,0.008,34.652,0.0,0.017,4.8136,6e-07,0.03,0.12,3.2e-05,172.5999,,12.1807,44.2907,21.3606,82.50108518102685
3200 Phaethon (1983 TB),2012-Oct-31 07:24:50.499,2456231.808917813,14.6,0.15,,,33.17471,42.19397,33.38701,42.25596,-79.6815,-38.8043,,,,,619229.0,203472.5,3.965,,999,,17.71,6.49,98.915,7e-05,546925.1,*,0.00648,,,,,354.82,0.0,,,42.3256,15.5657,2.25464512206,6.5551902,1.32987457205647,3.1839967,11.06023,9.43711,23.9576,151.9236,/T,11.959,28.1,98.0,16.1173,174.722,276.689,-11.94344,And,67.182527,46.0529801,27.0633618,,,138.645222,-18.182166,,0.0,0.013,0.011,0.014,0.008,35.143,0.0,0.017,4.6558,6e-07,0.03,0.12,3.1e-05,172.6997,,11.9577,44.0247,21.3235,82.45560909245361
